Recipe Name,Cuisine,Servings,Ingredients,Cooking Instructions,Notes,Diet Categories,Category,Total Prep/Cook Time,Attachments,Rating (Julianna),Rating (Taqqui)
Tadka Dal (North Indian),Indian/Bangali,,,"Dal
¾ cup dried moong dal (split yellow mung beans) (about 5½ ounces)
¾ cup dried masoor dal (split red lentils) (about 5 ounces)
¾ cup dried toor dal (split pigeon peas) (about 5¾ ounces)
2 ½ teaspoons kosher salt, plus more to taste
1 ½ teaspoons ground turmeric
4 to 5 cups water, divided
1 ½ tablespoons canola oil
4 green cardamom pods, crushed, shells discarded
4 whole cloves
1 ¼ teaspoons cumin seeds
1 medium-size yellow onion, finely chopped (about 2 cups)
2 medium-size fresh serrano chiles, stemmed, seeded if desired, and finely chopped (about 2 1/2 tablespoons)
1 medium tomato, chopped (about 1 cup)
¼ cup roughly chopped fresh cilantro, plus more for garnish

Tadka
3 tablespoons ghee
3 small dried chiles (such as Diaspora Co. Whole Sannam Chillies), or more to taste
1 teaspoon cumin seeds



Begin the tadka dal
Step 1
Stir together moong dal, masoor dal, toor dal, salt, turmeric, and 4 cups water in a large saucepan; bring to a boil over medium-high. Reduce heat to medium-low; partially cover, and cook, stirring occasionally, until dal is soft and tender, 35 to 40 minutes. Add up to remaining 1 cup water, 1/4 cup at a time, until desired thickness and consistency is reached.

Continue making the tadka dal
Step 3
Heat oil in a medium-size heavy-bottomed saucepan over medium. Add cardamom, cloves, and cumin; cook, stirring constantly, until fragrant, 30 to 45 seconds. 


Add onion and serrano chiles; cook, stirring often, until onion is lightly browned around edges, 5 to 8 minutes. Add tomato; cook, stirring often, until tomato begins to break down, 2 to 4 minutes. Remove from heat. 

Add tomato mixture and cilantro to dal mixture; stir to combine. Season to taste with salt. Cover and keep warm over low.

Just before serving, make the tadka
Step 6
In a small skillet, heat ghee over medium-high. Add dried chiles and cumin to pan; cook, stirring occasionally, until cumin is toasted and fragrant, about 30 seconds. Divide dal mixture among bowls, and drizzle each portion with desired amount of warm tadka. Sprinkle with additional cilantro, and serve alongside hot roti.

","Source: https://www.foodandwine.com/recipes/tadka-dal-with-roti

""Briefly heating spices and dried chiles in oil or ghee allows their flavors to bloom, creating a flavorful tadka that serves as the backbone of this dish. It also adds a crispy, spicy finish to the creamy mixture of mung beans, lentils, and pigeon peas.""","Vegetarian,Halal",Entree,,,,
Tamarind Chutney,Indian/Bangali,,,,"Source: p. 233 of ""My Bangladesh Kitchen"" by Saira Hamilton","Halal,Vegan,Paleo",Condiment/Topping,,,,
Tamarind Mutton Curry,Indian/Bangali,,,"Source: p. 175 of ""My Bangladesh Kitchen"" by Saira Hamilton",,Halal,,,,,
Tandoori Chicken,Indian/Bangali,4,"2 tbsp kasoori methi,2 tsp garam masala,2 tsp cumin,1 tbsp coriander,1 cup yogurt,  salt to taste,2 tbsp ghee,2 tbsp lemon juice,1 tsp garlic paste,1 tsp ginger paste,0.5 cup chili powder,16 lb whole turkey,4 lb whole chicken","Prep:
Wash off whole chicken inside out, and remove all the skin. Pat it dry thoroughly with paper towels. Then make gashes all over so that the masala can permeate the chicken. NOTE: Doing this first allows the chicken to come to room temperature while you make the first marinade.

Directions:
For the first marinade, mix 1/4 cup red chili powder, 2 tbsp lemon juice, 2 tbsp melted ghee, 1 tsp ginger paste, and 1 tsp garlic paste. Rub this masala on both the inside and outside of the chicken, including inside the gashes. 

Set the chicken aside to rest for 15 minutes. Meanwhile, make the second marinade by mixing 1/4 cup red chili powder, 1 tbsp coriander powder, 2 tsp cumin powder, 2 tsp garam masala, 2 tbsp kasoori methi, turmeric for color, salt to taste, and 1 cup plain yogurt. Rub this masala on both the inside and outside of the chicken, including inside the gashes.

Cover the chicken and let it marinate in the fridge overnight. Remove chicken from the fridge 30 minutes before you want to cook it. Place a grill rack on top of a deep baking dish (such as a lasagna dish) and transfer the chicken to this. Cover the chicken with some aluminum foil. At approx. this point, preheat the oven to 325.

CHICKEN ROAST TIMES: ???
Bake the turkey at 325 for ?? min. Increase the heat to 400. Meanwhile, remove the aluminum foil. Bake the turkey at 400 for ?? min. Take out the turkey and flip it onto its other side on the grill rack. Return it to the oven bake it at 400 for a final ?? min.

16 LB TURKEY ROAST TIMES:
Bake the turkey at 325 for 40 min. Increase the heat to 400. Meanwhile, remove the aluminum foil. Bake the turkey at 400 for 45 min. Take out the turkey and flip it onto its other side on the grill rack. Return it to the oven bake it at 400 for a final 45 min. *** If the turkey is heavier than 16 lb, it will probably need to cook longer! ***

Remove the chicken from the oven and transfer it onto a cooling rack. Let it sit 30 min before carving.","Requires marinating the turkey overnight!

Original recipe (for chicken) found here: http://www.madhurasrecipe.com/appetizers/Tandoori-Chicken","Paleo,Halal",Entree,~4 hours,"IMG_3286.jpeg (https://dl.airtable.com/.attachments/3e1136a22a4c598c0f37c16382a02c50/d32c7709/IMG_3286.jpeg),IMG_3284.jpeg (https://dl.airtable.com/.attachments/f3bcac20585c22eb0e1696f8ac4aec1c/ff979a74/IMG_3284.jpeg)",,
Tandoori Marinade,Indian/Bangali,,"2 tbsp kasoori methi,2 tsp garam masala,2 tsp cumin,1 tbsp coriander,  salt to taste,2 tbsp ghee,2 tbsp lemon juice,1 tsp garlic paste,1 tsp ginger paste,0.5 cup chili powder","Directions:
Mix 1/2 cup red chili powder, 1 tbsp coriander powder, 2 tsp cumin powder, 2 tsp garam masala, 2 tbsp kasoori methi, and some turmeric for color. 

Melt 2 tbsp ghee. 

Meanwhile mix in 1 tsp ginger paste, 1 tsp garlic paste, and 2 tbsp lemon juice. Then, mix in the melted ghee.

Salt the final marinade to taste.

*Note: Add 1 cup plain yogurt for a thicker, creamier marinade.",,"Paleo,Halal",Entree,,"IMG_3286.jpeg (https://dl.airtable.com/.attachments/3e1136a22a4c598c0f37c16382a02c50/d32c7709/IMG_3286.jpeg),IMG_3284.jpeg (https://dl.airtable.com/.attachments/f3bcac20585c22eb0e1696f8ac4aec1c/ff979a74/IMG_3284.jpeg)",,
Tarragon Chicken,French,,"0.5 tsp lemon zest,  pepper to taste,  salt to taste,1 tbsp water,1 tbsp cornstarch,1 tsp tarragon,4 oz crème fraîche,0.5 cup chicken bouillon broth,6 oz white wine,3 cloves garlic,3  shallot(s),1 lb chicken breasts","Prep:
Mince 3 small shallots and crush 3 cloves garlic.

Slice the chicken breasts in half crosswise to make them thinner.

Directions:
In a deep skillet, heat some olive oil and cook the chicken for 3-5 minutes on each side until both sides are golden brown. Once each piece reaches 165ºF internally, remove it to a plate and set aside.

Next, sauté the shallots and garlic in a little olive oil until they have softened and turned slightly golden. Add 2/3 cup white wine to deglaze the pan and let it simmer for a few minutes until it has reduced slightly. Use a wooden spoon to stir the mixture and to lift any caramelized bits from the pan.

Meanwhile, mix 1/2 cup chicken stock, 1/2 cup crème fraîche, and 1 tsp dried tarragon. Add this mixture to the skillet and let the sauce simmer gently for a few minutes. Season with salt and pepper to taste.

In a small bowl, mix 1 tbsp cornstarch and 1 tbsp water. Drizzle this slurry into the sauce while stirring the sauce constantly to avoid creating lumps. Let the sauce simmer for 1-2 minutes until it has thickened.

Turn the heat down to low, return the chicken to the skillet, and cook  with the lid on for 10 minutes. Finally, add 1/2 tsp lemon zest.

Optionally, garnish with parsley or more tarragon before serving.",Source: https://eatlittlebird.com/creamy-tarragon-chicken/ ,,Entree,,tarragon_chicken.png (https://dl.airtable.com/.attachments/814caa9961169a9f9c5dc5acfe3006d1/77e87651/tarragon_chicken.png),,
Tok dal,Indian/Bangali,,,"Source: p. 108 of ""My Bangladesh Kitchen"" by Saira Hamilton",,Halal,,,,,
Tomato Sauce,Italian,,"1 tsp salt,2 tsp sugar,1 tsp garlic powder,2 tbsp oregano,2 tbsp basil,1 tbsp parsley,28 oz crushed tomatoes,28 oz tomato puree,12 oz tomato paste,2 tsp fennel seeds,4 cloves garlic,6 oz water,2 tbsp olive oil","Prep:
Open the cans of tomato. Peel the garlic. 

Directions:
In a very large, deep pot, heat the oil over medium. Lightly sauté the garlic, fennel seeds, and crushed red pepper.  Do not brown!

Add the crushed tomatoes, tomato puree, and tomato paste.  Use the water to rinse out the cans, then add it to the sauce.  Mix well.  Stir in all the remaining ingredients.

Bring to a boil.  Reduce the heat to low, use a diffuser, and simmer, stirring often, at least 2 hours.","If cooking meatballs in the sauce, simmer at least 1 hour, add the meatballs, then cook for at least another 1 1/2 hours.","Vegetarian,Paleo,Halal",Sauce,3 hours,,,
Tomato Za'atar Soup with Halloumi Croutons,Middle Eastern,,,,Source: https://topwithcinnamon.com/tomato-zaatar-soup-with-halloumi-croutons/,,,,,,
Tortellini Michaelangelo,Italian,,,,,,Entree,,"IMG_4578.jpeg (https://dl.airtable.com/.attachments/a01d8a79594a904dd74780a43e4c552c/7924fbeb/IMG_4578.jpeg),IMG_4584.jpeg (https://dl.airtable.com/.attachments/5faf1605b0644bb4337570195f47c1ff/cdb12565/IMG_4584.jpeg)",8.0,
Turkish Koftas,Middle Eastern,,,,,,,,,,
Turkish Lentil Lamb Kofte,Middle Eastern,,,"Prep:
Rinse and boil ~1 cup split red lentils for 5 minutes. Drain and weigh out 1/2 lb of the cooked lentils.

Directions:
Preheat a grill, and soak 10 wooden skewers.
In a large mixing bowl, combine all ingredients except lettuce and tzatziki. Mix thoroughly until a sticky consistency is reached.
Shape into 10 equal kofte around the end of 10 skewers. Each kofte should be roughly 3-4 inches long.
Grill the kofte for 8-10 minutes, or until cooked through.
Serve in a lettuce wrap with 2 oz of tzatziki and extra dash of sumac if desired.

For best results, chill them before baking for at least 30 minutes. 

Bake 15-20 minutes at 400˚F.",Source: https://www.lentils.org/recipe/turkish-lentil-kofte-lettuce-wraps/,"Halal,Paleo",Entree,,,,
Uovo in Raviolo,Italian,,,"

Served with grated parmigiano-reggiano and fresh cracked black pepper.","Recipe: https://www.foodandwine.com/recipes/uovo-raviolo-hand-grated-tomato-sauce

Step-by-Step pictures: https://www.foodandwine.com/pasta-noodles/stuffed-pasta/ravioli/how-make-raviolo?","Vegetarian,Halal",Entree,,,,
Vodka Sauce,Italian,,"0.75 cup milk,0.75 cup heavy cream,2 oz vodka,  pepper to taste,  salt to taste,0.5 tsp red pepper flakes,1 tsp basil,4.5 oz tomato paste,2 tbsp olive oil,4 cloves garlic,1  onion(s),4 oz parmigiano reggiano","Prep:
Grate 4 oz parmigiano-reggiano. 

Mince 1 onion. Crush 4 cloves garlic. 

Directions:
With 2 tbsp olive oil, sauté the onion and garlic a sauce pot or Dutch oven over medium heat. Cook, stirring constantly, until the onion starts to brown around the edges, 5–7 minutes.

Mix in 4.5-oz. tube tomato paste, 1 tsp basil, 1/2 tsp red pepper flakes, and salt and pepper to taste. Continue to cook, stirring often, until paste is deep red and starting to brown on bottom of pot, 5–7 minutes.

Deglaze the pan with 2 oz. vodka. Heat 3/4 cup cream and 3/4 cup milk slightly in the microwave before adding them to the sauce. This helps avoid curdling from the temperature shock. Stir in the grated cheese until the sauce is smooth.","Can substitute white wine for vodka if desired.

Source: https://www.bonappetit.com/recipe/rigatoni-with-easy-vodka-sauce",Vegetarian,Sauce,1 hour,,,
Waffles,American,4,"1.75 cups milk,2  egg(s),1 tsp salt,1 tsp baking powder,2 tbsp sugar,2 cups flour,6 tbsp butter (unsalted)","Prep:
Melt 6 tbsp butter and set it aside to cool.

Separate 2 eggs - the whites go into the bowl of the electric mixer and the yolks go into a medium-sized mixing bowl.

Directions:
While you beat the egg whites in the mixer until soft peaks form, whisk together the egg yolks and 1 3/4 cups milk.

Transfer the egg whites into a small bowl for now. 

In the bowl of the mixer, now combine 2 cups flour, 2 tbsp sugar, 1 tbsp baking powder, and 1 tsp salt. Add 1/2 tsp cinnamon and 1/4 tsp nutmeg if desired. Whisk the milk and egg yolk mixture into this. Then whisk in the cooled, melted butter until the batter is smooth.

Finally, gently fold in the egg whites.

Spray and preheat a waffle iron at setting #2 or #3 depending on how dark you like your waffles.

 Fill the waffle iron just enough that nothing spills out when you bring down the top of the iron. Let cook until the light on the waffle maker turns green. Leave longer if you want it browner. Then remove carefully with a fork and a spatula.

Serve with a topping such as butter, maple syrup, fresh fruit, jam, peanut butter, Nutella, honey, apple butter, pumpkin butter, etc",You can add cinnamon and nutmeg if desired.,"Vegetarian,Halal",Entree,45 min,IMG_3320.jpeg (https://dl.airtable.com/.attachments/78ab7ecf2e48d23a071de6cbf42eade1/68a172c1/IMG_3320.jpeg),,
Zesty Hot Chicken Sandwiches,American,6,,"6 tbsp butter****
2 tbsp spicy mustard
2 tbsp horseradish
3 tbsp poppy seeds
4 tbsp red onion, finely chopped
1 loaf Italian bread
¾ lb. chicken breast, thinly sliced
½ lb. Swiss cheese, sliced

Prep
Preheat the oven to 350 degrees. Chop 4 tbsp red onion. 

Directions:
Microwave the butter with the mustard, horseradish, and red onion. Stir in the poppy seeds. Slice the bread in half and spread this mixture on each side. Layer on the chicken and cheese.

Wrap in aluminum foil and bake for 20 minutes. Let stand for 5 minutes before slicing into individual sandwiches.",,Halal,Entree,,,,
